hold to change name				Signature								
												
												
				Operator ID		Carl						
Profile		KM Meters Gauge X-Level										
Start Location		0km 0.0m										
Start Position												
End Location		1km 792.75m										
End Position												
Direction Of Travel		Increment										
Job Reference		Maintenance										
Route ID		Hebron to Llanberis										
Track ID		Straights										
System Security		Operator										
Start Time		31/05/2017 09:35										
End Time		31/05/2017 10:28										
Software Version		AMB04S00r011CB (28)										
Displacement Units		Millimetres										
Profile ID		simple										
Profile Security		Operator										
Profile Lock		Unlocked										
Profile Format		14										
X-Level Polarity		Clockwise Positive										
Acquisition Rate		125.0mm (125.0mm)										
Twist Base 1		3.0m										
Twist Base 2		5.0m										
Twist Ratio Base 1		3.0m										
Twist Ratio Base 2		5.0m										
0	49.875	804	4.9									
0	50	804	4.8									
0	50.125	804.1	4.9									
0	50.25	804	4.8									
0	50.375	804.1	4.7									
0	50.5	804	4.7									
0	50.625	804	4.7									
0	50.75	804	4.5									
0	50.875	804	4.4									
0	51	804	4.2									
0	51.125	803.9	3.9									
0	51.25	803.8	3.6									
0	51.375	803.8	3.5									
0	51.5	803.7	3.3									
0	51.625	803.7	3.1									
0	51.75	803.6	2.9									
0	51.875	803.6	2.8									
0	52	803.6	2.5									
0	52.125	803.5	2.3									
0	52.25	803.5	2.2									
0	52.375	803.6	2.2									
0	52.5	803.8	2.2									
0	52.625	804	2.2									
0	52.75	804.2	2.2									
0	52.875	804.5	2									
0	53	804.9	1.9									
0	53.125	805.2	1.9									
0	53.25	805.7	1.9									
0	53.375	806	1.6									
0	53.5	806.4	1.3									
0	53.625	806.8	1.2									
0	53.75	807	0.9									
0	53.875	807.3	0.7									
0	54	807.4	0.6									
0	54.125	807.6	0.4									
0	54.25	807.6	0.3									
0	54.375	807.6	0									
0	54.5	807.6	-0.2									
0	54.625	807.5	-0.3									
0	54.75	807.5	-0.3									
0	54.875	807.4	-0.3									
0	55	807.3	-0.5									
0	55.125	807.2	-0.4									
0	55.25	807.1	-0.6									
0	55.375	807	-0.7									
0	55.5	806.9	-0.8									
0	55.625	806.8	-0.8									
0	55.75	806.6	-0.8									
0	55.875	806.5	-0.8									
0	56	806.4	-0.9									
0	56.125	806.3	-1.1									
0	56.25	806.1	-1.4									
0	56.375	806	-1.6									
0	56.5	805.9	-2									
0	56.625	805.8	-2.4									
0	56.75	805.7	-2.7									
0	56.875	805.7	-2.8									
0	57	805.7	-2.8									
0	57.125	805.7	-2.8									
0	57.25	805.7	-2.5									
0	57.375	805.7	-2.2									
0	57.5	805.7	-2.1									
0	57.625	805.7	-1.6									
0	57.75	805.7	-1.3									
0	57.875	805.7	-1.3									
0	58	805.7	-1.2									
0	58.125	805.7	-1.2									
0	58.25	805.7	-1.3									
0	58.375	805.7	-1.3									
0	58.5	805.7	-1.3									
0	58.625	805.7	-1.4									
0	58.75	805.7	-1.5									
0	58.875	805.7	-1.3									
0	59	805.7	-1.3									
0	59.125	805.7	-1.2									
0	59.25	805.6	-1.1									
0	59.375	805.6	-0.8									
0	59.5	805.7	-0.5									
0	59.625	805.7	-0.1									
0	59.75	805.7	0									
0	59.875	805.7	-0.6									
0	60	805.6	-0.3									
0	60.125	805.4	-0.2									
0	60.25	805.1	-0.5									
0	60.375	804.7	0.4									
0	60.5	804.3	0.6									
0	60.625	803.8	0.5									
0	60.75	803.4	0.8									
0	60.875	802.9	1									
0	61	802.6	1.1									
0	61.125	802.3	1.3									
0	61.25	802.1	1.6									
0	61.375	801.9	1.6									
0	61.5	801.8	1.6									
0	61.625	801.7	1.7									
0	61.75	801.6	1.7									
0	61.875	801.7	1.7									
0	62	801.8	1.9									
0	62.125	802	1.9									
0	62.25	802.2	1.7									
0	62.375	802.4	1.4									
0	62.5	802.6	1									
0	62.625	802.7	0.6									
0	62.75	802.7	0.3									
0	62.875	802.6	0.1									
0	63	802.5	0.1									
0	63.125	802.3	0.2									
0	63.25	802.1	0.3									
0	63.375	802	0.6									
0	63.5	801.8	0.6									
0	63.625	801.7	0.7									
0	63.75	801.6	1									
0	63.875	801.6	1.2									
0	64	801.6	1.5									
0	64.125	801.6	1.6									
0	64.25	801.6	1.7									
0	64.375	801.8	1.9									
0	64.5	801.9	2									
0	64.625	802.1	2									
0	64.75	802.2	2.2									
0	64.875	802.4	2.3									
0	65	802.5	2.6									
0	65.125	802.6	2.8									
0	65.25	802.7	2.9									
0	65.375	802.8	3.2									
0	65.5	802.9	3.4									
0	65.625	803.1	3.5									
0	65.75	803.2	3.5									
0	65.875	803.5	3.4									
0	66	803.7	3.1									
0	66.125	803.9	2.6									
0	66.25	804.1	2.2									
0	66.375	804.2	1.6									
0	66.5	804.3	1.1									
0	66.625	804.3	0.7									
0	66.75	804.4	0.4									
0	66.875	804.6	0.1									
0	67	804.6	-0.2									
0	67.125	804.8	-0.3									
0	67.25	804.9	-0.5									
0	67.375	804.9	-0.8									
0	67.5	805	-0.8									
0	67.625	805	-1									
0	67.75	805	-1.1									
0	67.875	805	-1.1									
0	68	804.9	-1.2									
0	68.125	804.9	-1.5									
0	68.25	804.7	-1.7									
0	68.375	804.6	-1.9									
0	68.5	804.4	-2.2									
0	68.625	804.2	-2.4									
0	68.75	804.1	-2.6									
0	68.875	803.9	-2.8									
0	69	803.8	-3.1									
0	69.125	803.7	-3.5									
0	69.25	803.5	-3.6									
0	69.375	803.4	-4.1									
0	69.5	803.2	-4.4									
0	69.625	803.2	-4.6									
0	69.75	803.1	-4.8									
0	69.875	803	-4.9									
0	70	802.9	-5									
0	70.125	802.9	-5.1									
0	70.25	802.8	-5.3									
0	70.375	802.8	-5.4									
0	70.5	802.8	-5.5									
0	70.625	802.8	-5.5									
0	70.75	802.9	-5.6									
0	70.875	802.9	-5.6									
0	71	803.1	-5.6									
0	71.125	803.2	-5.6									
0	71.25	803.3	-5.6									
0	71.375	803.4	-5.7									
0	71.5	803.5	-5.8									
0	71.625	803.5	-5.8									
0	71.75	803.5	-5.8									
0	71.875	803.4	-5.8									
0	72	803.3	-5.8									
0	72.125	803.2	-5.8									
0	72.25	803.1	-5.8									
0	72.375	802.9	-6.3									
0	72.5	802.8	-7.1									
0	72.625	802.8	-7.3									
0	72.75	802.9	-8.3									
0	72.875	803.1	-8.1									
0	73	803.4	-7.4									
0	73.125	803.7	-6.6									
0	73.25	804.1	-6.2									
0	73.375	804.4	-5.9									
0	73.5	804.7	-5.6									
0	73.625	804.9	-5.5									
0	73.75	805	-5.3									
0	73.875	805	-5.3									
0	74	805	-5.1									
0	74.125	804.9	-5									
0	74.25	804.9	-4.9									
0	74.375	804.9	-4.7									
0	74.5	804.9	-4.6									
0	74.625	804.9	-4.6									
0	74.75	804.9	-4.4									
0	74.875	804.8	-4.3									
0	75	804.6	-4.3									
0	75.125	804.3	-4.3									
0	75.25	804	-4.5									
0	75.375	803.7	-4.6									
0	75.5	803.5	-4.8									
0	75.625	803.4	-4.8									
0	75.75	803.3	-4.6									
0	75.875	803.4	-4.4									
0	76	803.4	-4									
0	76.125	803.5	-3.9									
0	76.25	803.5	-3.8									
0	76.375	803.5	-3.7									
0	76.5	803.5	-3.6									
0	76.625	803.5	-3.5									
0	76.75	803.4	-3.5									
0	76.875	803.4	-3.5									
0	77	803.3	-3.5									
0	77.125	803.2	-3.5									
0	77.25	803.1	-3.5									
0	77.375	802.9	-3.5									
0	77.5	802.9	-3.5									
0	77.625	802.9	-3.4									
0	77.75	802.8	-3.3									
0	77.875	802.8	-3.4									
0	78	802.8	-3.5									
0	78.125	802.8	-3.4									
0	78.25	802.9	-3.5									
0	78.375	803.1	-3.4									
0	78.5	803.4	-3.3									
0	78.625	803.7	-3.2									
0	78.75	804.2	-3.1									
0	78.875	804.6	-3.1									
0	79	805.1	-3.4									
0	79.125	805.5	-3.3									
0	79.25	806	-3.2									
0	79.375	806.4	-3.1									
0	79.5	806.8	-3									
0	79.625	807.2	-2.8									
0	79.75	807.6	-2.7									
0	79.875	807.9	-2.5									
0	80	807.9	-2.4									
0	80.125	807.9	-2.5									
0	80.25	807.9	-2.5									
0	80.375	807.9	-2.5									
0	80.5	807.9	-2.4									
0	80.625	807.9	-2.5									
0	80.75	807.8	-2.4									
0	80.875	807.7	-2.3									
0	81	807.6	-2.2									
0	81.125	807.5	-2.2									
0	81.25	807.4	-2.2									
0	81.375	807.4	-2.1									
0	81.5	807.3	-2.1									
0	81.625	807.2	-1.9									
0	81.75	807.2	-1.8									
0	81.875	807.1	-1.8									
0	82	807	-1.5									
0	82.125	806.9	-1.5									
0	82.25	806.9	-1.5									
0	82.375	806.8	-1.4									
0	82.5	806.8	-1.3									
0	82.625	806.8	-1.3									
0	82.75	806.7	-1.2									
0	82.875	806.6	-0.9									
0	83	806.6	-0.8									
0	83.125	806.6	-0.6									
0	83.25	806.5	-0.5									
0	83.375	806.6	-0.3									
0	83.5	806.6	-0.3									
0	83.625	806.6	0									
0	83.75	806.6	0									
0	83.875	806.6	0									
0	84	806.7	0.3									
0	84.125	806.7	0.4									
0	84.25	806.8	0.8									
0	84.375	806.8	0.9									
0	84.5	806.7	1.3									
0	84.625	806.7	1.5									
0	84.75	806.7	1.7									
0	84.875	806	2									
0	85	805.8	1.4									
0	85.125	805.7	1.4									
0	85.25	805.4	1.3									
0	85.375	805.2	0.8									
0	85.5	805	0.4									
0	85.625	804.9	0.2									
0	85.75	804.7	0									
0	85.875	804.6	0.1									
0	86	804.6	0.1									
0	86.125	804.7	0									
0	86.25	805	0.4									
0	86.375	805.4	0									
0	86.5	805.4	0.1									
0	86.625	805.2	-1.1									
0	86.75	804.4	-2.2									
0	86.875	803.7	-3									
0	87	802.6	-3.1									
0	87.125	802.1	-3.1									
0	87.25	801.5	-3.4									
0	87.375	801	-3.4									
0	87.5	800.5	-3.3									
0	87.625	800.3	-3.5									
0	87.75	800.2	-3.4									
0	87.875	800	-3.4									
0	88	799.9	-3.2									
0	88.125	799.9	-2.7									
0	88.25	799.9	-3									
0	88.375	799.9	-3.6									
0	88.5	799.9	-2.5									
0	88.625	800	-3.5									
0	88.75	800.1	-3.5									
0	88.875	800.2	-3.5									
0	89	800.4	-3.7									
0	89.125	800.4	-4.1									
0	89.25	800.4	-4.6									
0	89.375	800.4	-4.8									
0	89.5	800.4	-4.9									
0	89.625	800.5	-4.8									
0	89.75	800.5	-4.6									
0	89.875	803.5	-6.6									
0	90	803.5	-6.6									
0	90.125	804	-6.1									
0	90.25	804.1	-6.8									
0	90.375	804.3	-6.3									
0	90.5	804.6	-5.6									
0	90.625	805.1	-4.3									
0	90.75	805.2	-3.7									
0	90.875	805.4	-3.4									
0	91	805.5	-2.7									
0	91.125	805.7	-1									
0	91.25	805.7	-1.3									
0	91.375	805.4	-1.8									
0	91.5	804.9	-2									
0	91.625	806.1	2.9									
0	91.75	805.2	-0.2									
0	91.875	803.7	0									
0	92	803.6	-3.7									
0	92.125	803.5	-3									
0	92.25	803.5	-0.6									
0	92.375	803.5	-0.6									
0	92.5	803.8	0									
0	92.625	804.1	0.6									
0	92.75	804.3	1.3									
0	92.875	804.6	1.9									
0	93	804.9	2.6									
0	93.125	805.2	3									
0	93.25	805.3	3.6									
0	93.375	805.3	4.4									
0	93.5	805.2	5									
0	93.625	805	4.1									
0	93.75	804.6	3.2									
0	93.875	804.4	4.5									
0	94	804.3	3.5									
0	94.125	804.3	2.7									
0	94.25	802.4	3.5									
0	94.375	802.2	2.9									
0	94.5	801.8	2.6									
0	94.625	801.8	3.8									
0	94.75	802.4	5.7									
0	94.875	802.1	1.6									
0	95	801.9	-2.2									
0	95.125	801.7	-5.1									
0	95.25	801.5	-3.5									
0	95.375	801.4	-2.5									
0	95.5	801.3	-1.3									
0	95.625	801.3	-0.7									
0	95.75	801.2	-0.5									
0	95.875	801.1	-1.2									
0	96	801.1	-1.5									
0	96.125	801.3	-1.5									
0	96.25	801.6	-1.8									
0	96.375	801.9	-1.9									
0	96.5	802.2	-1.9									
0	96.625	802.5	-1.8									
0	96.75	802.9	-1.8									
0	96.875	803.2	-1.8									
0	97	803.6	-1.2									
0	97.125	804.1	-0.9									
0	97.25	804.2	-0.6									
0	97.375	804.5	-0.5									
0	97.5	804.6	-1									
0	97.625	804.7	-1.8									
0	97.75	805	0									
0	97.875	805.1	-5.5									
0	98	805.1	-1.3									
0	98.125	805.2	-1.3									
0	98.25	805.3	-0.1									
0	98.375	805.4	0.2									
0	98.5	805.4	1.2									
0	98.625	805.5	1.7									
0	98.75	805.5	2.4									
0	98.875	805.5	3.1									
0	99	805.5	3.9									
0	99.125	805.5	4.5									
0	99.25	805.5	5.1									
0	99.375	805.5	5.6									
0	99.5	805.6	5.9									
0	99.625	805.7	6.1									
0	99.75	805.8	6									
0	99.875	805.8	6									
0	100	805.9	5.6									
0	100.125	805.9	5.3									
0	100.25	805.9	5.1									
0	100.375	805.8	4.8									
0	100.5	805.8	4.7									
0	100.625	805.7	4.8									
0	100.75	805.7	4.5									
0	100.875	805.7	4.5									
0	101	805.7	4.4									
0	101.125	805.8	3.8									
0	101.25	805.8	3.6									
0	101.375	805.8	2.9									
0	101.5	805.7	2.5									
0	101.625	805.5	2.1									
0	101.75	805.4	1.9									
0	101.875	805.2	1.7									
0	102	804.8	1									
0	102.125	804.4	0.6									
0	102.25	804.1	-0.5									
0	102.375	803.7	-1									
0	102.5	803.6	-0.9									
0	102.625	803.5	-1.3									
0	102.75	803.5	-1.3									
0	102.875	803.5	-1.5									
0	103	803.5	-1.8									
0	103.125	803.4	-1.9									
0	103.25	803.5	-2.2									
0	103.375	803.5	-2.3									
0	103.5	803.6	-2.4									
0	103.625	803.7	-2.7									
0	103.75	803.8	-3									
0	103.875	803.9	-3.1									
0	104	803.9	-3.5									
0	104.125	804	-3.6									
0	104.25	804	-4									
0	104.375	803.9	-4.5									
0	104.5	803.9	-4.9									
0	104.625	803.9	-5.3									
0	104.75	803.9	-5.6									
0	104.875	804	-6									
0	105	804	-6.6									
0	105.125	804	-7									
0	105.25	804.1	-7.5									
0	105.375	804.1	-8.2									
0	105.5	804	-8.5									
0	105.625	804	-9									
0	105.75	804	-9.6									
0	105.875	803.9	-10									
0	106	803.9	-10.3									
0	106.125	803.9	-11									
0	106.25	804	-11.2									
0	106.375	804.1	-11.2									
0	106.5	804.1	-11.3									
0	106.625	804.2	-11.3									
0	106.75	804.2	-10.9									
0	106.875	804.1	-11									
0	107	804.1	-11									
